UDP_ID,SKU_ID,Sum of Sales,ProductName,Manu,IS PL?,Current Sales Rank,Suggested UDP Rank,July- Pageviews,Aug- Pageviews,Comments
487,503411,1735788.537,Tata 1mg Salmon Omega 3 Fish Oil Capsule,Tata 1mg Healthcare Solutions Private Limited,1,2,1,31,19,
487,555721,1051290.311,"Tata 1mg Women's Multivitamin, Zinc, Vitamin C, Calcium, Vitamin D, and Iron  Immunity Booster Tablet",Tata 1mg Healthcare Solutions Private Limited,1,8,2,31,19,
487,536094,950151.1695,"Tata 1mg Calcium + Vitamin D3, Zinc, Magnesium and Alfalfa Tablets for Joint Health & Immunity",Tata 1mg Healthcare Solutions Private Limited,1,10,4,31,19,
582,640226,8151.056497,"1mg High Fiber with Pre- & Probiotics with Inulin, Guar gum, & Resistant Maltodextrin Unflavoured Unflavoured with Resistant Maltodextrin, Inulin and Guar Gum",Tata 1mg Healthcare Solutions Private Limited,1,25,4,30,37,
1052,630370,236083.3333,"Tata 1mg Vitamin C+Vitamin D3, Zinc and Amla Extract Chewable Tablet",Tata 1mg Healthcare Solutions Private Limited,1,4,1,27,22,
1052,614268,45950.79762,1mg Panch Tulsi Drops,Tata 1mg Healthcare Solutions Private Limited,1,36,4,27,22,
56,503411,1735788.537,Tata 1mg Salmon Omega 3 Fish Oil Capsule,Tata 1mg Healthcare Solutions Private Limited,1,1,1,23,467,
56,555721,1051290.311,"Tata 1mg Women's Multivitamin, Zinc, Vitamin C, Calcium, Vitamin D, and Iron  Immunity Booster Tablet",Tata 1mg Healthcare Solutions Private Limited,1,2,2,23,467,
56,536094,950151.1695,"Tata 1mg Calcium + Vitamin D3, Zinc, Magnesium and Alfalfa Tablets for Joint Health & Immunity",Tata 1mg Healthcare Solutions Private Limited,1,3,3,23,467,
56,503409,760143.2655,"Tata 1mg Multivitamin Supreme, Zinc, Calcium and Vitamin D Immunity Booster Capsule",Tata 1mg Healthcare Solutions Private Limited,1,4,4,23,467,
1269,661700,23752.52381,1mg Hydration Drink Mix Electrolytes Orange,Tata 1mg Healthcare Solutions Private Limited,1,29,4,20,11,
1266,661700,23752.52381,1mg Hydration Drink Mix Electrolytes Orange,Tata 1mg Healthcare Solutions Private Limited,1,5,1,18,14,
817,503411,3471577.073,Tata 1mg Salmon Omega 3 Fish Oil Capsule,Tata 1mg Healthcare Solutions Private Limited,1,3,1,17,5,
817,538067,1381192.158,Tata 1mg Apple Cider Vinegar Probiotic Plus - Raw Unfiltered Unpasteurized with The Mother,Tata 1mg Healthcare Solutions Private Limited,1,10,2,17,5,
817,536094,950151.1695,"Tata 1mg Calcium + Vitamin D3, Zinc, Magnesium and Alfalfa Tablets for Joint Health & Immunity",Tata 1mg Healthcare Solutions Private Limited,1,13,3,17,5,
817,503409,760143.2655,"Tata 1mg Multivitamin Supreme, Zinc, Calcium and Vitamin D Immunity Booster Capsule",Tata 1mg Healthcare Solutions Private Limited,1,21,4,17,5,
101,536094,950151.1695,"Tata 1mg Calcium + Vitamin D3, Zinc, Magnesium and Alfalfa Tablets for Joint Health & Immunity",Tata 1mg Healthcare Solutions Private Limited,1,1,1,16,14,
101,535187,483102.6901,"Tata 1mg Glucosamine HCL 1500 mg Tablets for Joint Health with Boswellia Serrata, Collagen Peptide, L-Arginine, and Curcuma Longa",Tata 1mg Healthcare Solutions Private Limited,1,2,2,16,14,
101,623696,227132.8305,"Tata 1mg Calcium + Vitamin D3, Zinc, Magnesium and Alfalfa Tablets for Joint Health & Immunity",Tata 1mg Healthcare Solutions Private Limited,1,3,3,16,14,
1021,503411,1735788.537,Tata 1mg Salmon Omega 3 Fish Oil Capsule,Tata 1mg Healthcare Solutions Private Limited,1,1,1,16,4,
1021,555721,1051290.311,"Tata 1mg Women's Multivitamin, Zinc, Vitamin C, Calcium, Vitamin D, and Iron  Immunity Booster Tablet",Tata 1mg Healthcare Solutions Private Limited,1,2,2,16,4,
1021,536094,950151.1695,"Tata 1mg Calcium + Vitamin D3, Zinc, Magnesium and Alfalfa Tablets for Joint Health & Immunity",Tata 1mg Healthcare Solutions Private Limited,1,3,3,16,4,
1021,503409,760143.2655,"Tata 1mg Multivitamin Supreme, Zinc, Calcium and Vitamin D Immunity Booster Capsule",Tata 1mg Healthcare Solutions Private Limited,1,4,4,16,4,
1296,551156,602624.4237,Tata 1mg Biotin + Tablet,Tata 1mg Healthcare Solutions Private Limited,1,5,1,16,8,
886,630370,236083.3333,"Tata 1mg Vitamin C+Vitamin D3, Zinc and Amla Extract Chewable Tablet",Tata 1mg Healthcare Solutions Private Limited,1,7,2,14,7,
886,702912,76926.57062,Tata 1mg Multivitamin & Multimineral Supplement Tablet,Tata 1mg Healthcare Solutions Private Limited,1,21,4,14,7,
228,603949,117769.7288,"Tata 1mg CoQ 10 Tablet 99% Ubiquinone with Zinc, Omega 3 & L-Arginine for Heart Health",Tata 1mg Healthcare Solutions Private Limited,1,7,2,12,25,
228,628380,57750.0113,1mg Super Antioxidant Multiminerals with Betacarotene Capsule,Tata 1mg Healthcare Solutions Private Limited,1,13,3,12,25,
209,635345,186683.0238,Tata 1mg Cold Pressed Aloe Vera Juice Rejuvenates Skin & Hair with Extra Fibre,Tata 1mg Healthcare Solutions Private Limited,1,4,1,11,16,
774,684767,714100.254,Tata 1mg 3 Ply Surgical Mask with Meltblown Filter and Nose Pin 50 Mask Light Blue,Tata 1mg Healthcare Solutions Private Limited,1,3,1,9,27,
774,701787,159285.7143,Tata 1mg BIS Approved FFP2 N95 Mask White - Ear Loop 5 Layer,Tata 1mg Healthcare Solutions Private Limited,1,14,3,9,27,
1048,541676,192843.9167,Tata 1mg Noni Juice Plus Immunity Booster & Joint Health Support Rich in Antioxidants,Tata 1mg Healthcare Solutions Private Limited,1,5,1,9,5,
1048,603940,37801.18079,"1mg Immune Support Herbal Formulation with Giloy, Tulsi, and Turmeric Capsule",Tata 1mg Healthcare Solutions Private Limited,1,29,4,9,5,
1116,547345,396720.5085,"Tata 1mg Milk Thistle Capsules for Liver Detox, 70% Silymarin with Dandelion & Ginger",Tata 1mg Healthcare Solutions Private Limited,1,6,2,9,19,
1116,465556,253581.3571,1mg Shilajit Pure Natural Extract 500mg Capsule,Tata 1mg Healthcare Solutions Private Limited,1,9,4,9,19,
4,640252,19754.18644,1mg Fenugreek Oil Gluten Free for Blood Sugar Management 500mg Capsule,Tata 1mg Healthcare Solutions Private Limited,1,29,4,7,12,
1055,630381,157652.4802,Tata 1mg Ortho Electric Heating Gel Pad with Auto-Cut & Quick Heating Feature,Tata 1mg Healthcare Solutions Private Limited,1,1,1,7,13,
1350,503408,411422.2655,"Tata 1mg Hair, Skin & Nails Supreme Collagen, Biotin, Zinc, Iron and Vitamin B Capsule",Tata 1mg Healthcare Solutions Private Limited,1,11,3,7,2,
1350,503413,70352.42857,1mg Karela Pure Natural Extract 500mg Capsule,Tata 1mg Healthcare Solutions Private Limited,1,22,4,7,2,
1143,536094,950151.1695,"Tata 1mg Calcium + Vitamin D3, Zinc, Magnesium and Alfalfa Tablets for Joint Health & Immunity",Tata 1mg Healthcare Solutions Private Limited,1,1,1,6,,
1143,684767,714100.254,Tata 1mg 3 Ply Surgical Mask with Meltblown Filter and Nose Pin 50 Mask Light Blue,Tata 1mg Healthcare Solutions Private Limited,1,2,2,6,,
1143,551156,602624.4237,Tata 1mg Biotin + Tablet,Tata 1mg Healthcare Solutions Private Limited,1,3,3,6,,
1143,555713,555709.2599,"Tata 1mg Senior 50+ Multivitamin & Multimineral Immunity Booster Zinc, Vitamin C, Calcium, and Vitamin D Veg Tablet",Tata 1mg Healthcare Solutions Private Limited,1,4,4,6,,
660,635359,133313.6071,Tata 1mg Cold Pressed Karela Jamun Juice Supports Healthy Blood Sugar Levels Enriched with Jamun Seed Extract,Tata 1mg Healthcare Solutions Private Limited,1,14,3,5,10,
660,623709,21159.35714,1mg Compressor Nebulizer with Unique Virtual Valve Technology,Tata 1mg Healthcare Solutions Private Limited,1,38,4,5,10,
386,555721,1051290.311,"Tata 1mg Women's Multivitamin, Zinc, Vitamin C, Calcium, Vitamin D, and Iron  Immunity Booster Tablet",Tata 1mg Healthcare Solutions Private Limited,1,7,2,4,2,
386,547345,396720.5085,"Tata 1mg Milk Thistle Capsules for Liver Detox, 70% Silymarin with Dandelion & Ginger",Tata 1mg Healthcare Solutions Private Limited,1,28,4,4,2,
112,628744,6118.937853,"1mg Body Lotion with Shea Butter, Vitamin E, Prebiotics and Active Silver Nanoparticles for Germ Protection",Tata 1mg Healthcare Solutions Private Limited,1,37,4,3,5,
757,547345,396720.5085,"Tata 1mg Milk Thistle Capsules for Liver Detox, 70% Silymarin with Dandelion & Ginger",Tata 1mg Healthcare Solutions Private Limited,1,3,1,3,9,
757,465556,253581.3571,1mg Shilajit Pure Natural Extract 500mg Capsule,Tata 1mg Healthcare Solutions Private Limited,1,4,2,3,9,
757,465533,193481.9524,1mg Ashwagandha Pure Natural Extract 500mg Capsule,Tata 1mg Healthcare Solutions Private Limited,1,6,4,3,9,
765,603942,158834.5028,1mg Turmeric Curcumin 95% with Piperine Capsule,Tata 1mg Healthcare Solutions Private Limited,1,1,1,3,,
765,603949,117769.7288,"Tata 1mg CoQ 10 Tablet 99% Ubiquinone with Zinc, Omega 3 & L-Arginine for Heart Health",Tata 1mg Healthcare Solutions Private Limited,1,3,2,3,,
765,603940,37801.18079,"1mg Immune Support Herbal Formulation with Giloy, Tulsi, and Turmeric Capsule",Tata 1mg Healthcare Solutions Private Limited,1,7,4,3,,
856,555721,1051290.311,"Tata 1mg Women's Multivitamin, Zinc, Vitamin C, Calcium, Vitamin D, and Iron  Immunity Booster Tablet",Tata 1mg Healthcare Solutions Private Limited,1,2,1,3,1,
856,503409,760143.2655,"Tata 1mg Multivitamin Supreme, Zinc, Calcium and Vitamin D Immunity Booster Capsule",Tata 1mg Healthcare Solutions Private Limited,1,3,2,3,1,
856,555713,555709.2599,"Tata 1mg Senior 50+ Multivitamin & Multimineral Immunity Booster Zinc, Vitamin C, Calcium, and Vitamin D Veg Tablet",Tata 1mg Healthcare Solutions Private Limited,1,6,3,3,1,
1070,541676,192843.9167,Tata 1mg Noni Juice Plus Immunity Booster & Joint Health Support Rich in Antioxidants,Tata 1mg Healthcare Solutions Private Limited,1,2,1,3,,
1255,547345,396720.5085,"Tata 1mg Milk Thistle Capsules for Liver Detox, 70% Silymarin with Dandelion & Ginger",Tata 1mg Healthcare Solutions Private Limited,1,1,1,3,,
1255,465556,253581.3571,1mg Shilajit Pure Natural Extract 500mg Capsule,Tata 1mg Healthcare Solutions Private Limited,1,2,2,3,,
1255,465533,193481.9524,1mg Ashwagandha Pure Natural Extract 500mg Capsule,Tata 1mg Healthcare Solutions Private Limited,1,3,3,3,,
1361,503411,1735788.537,Tata 1mg Salmon Omega 3 Fish Oil Capsule,Tata 1mg Healthcare Solutions Private Limited,1,1,1,3,,
1361,551156,602624.4237,Tata 1mg Biotin + Tablet,Tata 1mg Healthcare Solutions Private Limited,1,2,2,3,,
1361,744197,66055.15254,Tata 1mg Flaxseed Oil 1000mg Omega 3 Capsule for Heart Health,Tata 1mg Healthcare Solutions Private Limited,1,3,3,3,,
369,538067,345298.0395,Tata 1mg Apple Cider Vinegar Probiotic Plus - Raw Unfiltered Unpasteurized with The Mother,Tata 1mg Healthcare Solutions Private Limited,1,3,1,1,2,
512,628485,15614.20339,"1mg Waterless Face Wash with Aloe Vera, Witch Hazel, Prebiotics, Menthol and Active Silver Nanoparticles for Germ Protection",Tata 1mg Healthcare Solutions Private Limited,1,27,4,1,1,
753,555721,1051290.311,"Tata 1mg Women's Multivitamin, Zinc, Vitamin C, Calcium, Vitamin D, and Iron  Immunity Booster Tablet",Tata 1mg Healthcare Solutions Private Limited,1,1,1,1,1,
753,536094,950151.1695,"Tata 1mg Calcium + Vitamin D3, Zinc, Magnesium and Alfalfa Tablets for Joint Health & Immunity",Tata 1mg Healthcare Solutions Private Limited,1,2,2,1,1,
753,503409,760143.2655,"Tata 1mg Multivitamin Supreme, Zinc, Calcium and Vitamin D Immunity Booster Capsule",Tata 1mg Healthcare Solutions Private Limited,1,3,3,1,1,
857,555721,1051290.311,"Tata 1mg Women's Multivitamin, Zinc, Vitamin C, Calcium, Vitamin D, and Iron  Immunity Booster Tablet",Tata 1mg Healthcare Solutions Private Limited,1,2,1,1,,
857,536094,950151.1695,"Tata 1mg Calcium + Vitamin D3, Zinc, Magnesium and Alfalfa Tablets for Joint Health & Immunity",Tata 1mg Healthcare Solutions Private Limited,1,3,2,1,,
857,503409,760143.2655,"Tata 1mg Multivitamin Supreme, Zinc, Calcium and Vitamin D Immunity Booster Capsule",Tata 1mg Healthcare Solutions Private Limited,1,4,3,1,,
858,608738,18576.14286,1mg Sanitizing Wipes (70 Each) Buy 3 Get 1 Free,Tata 1mg Healthcare Solutions Private Limited,1,21,4,1,,
859,708642,339468.9167,"Tata 1mg Vaporizer-Steam Inhaler, 3 in 1 with Double Wall Safety",Tata 1mg Healthcare Solutions Private Limited,1,2,1,1,,
